Time, Disp
1.002,4.33044
1.003,3.98834
1.004,3.64142
1.005,3.28972
1.006,2.93329
1.007,2.57219
1.008,2.20648
1.009,1.83622
1.01,1.46149
1.011,1.08236
1.012,0.698909
1.013,0.31122
1.014,-0.0806173
1.015,-0.47651
1.016,-0.876362
1.017,-1.28007
1.018,-1.68753
1.019,-2.09863
1.02,-2.51326
1.021,-2.9313
1.022,-3.35263
1.023,-3.77711
1.024,-4.20463
1.025,-4.63505
1.026,-5.06824
1.027,-5.50404
1.028,-5.94233
1.029,-6.38296
1.03,-6.82576
1.031,-7.2706
1.032,-7.71732
1.033,-8.16576
1.034,-8.61576
1.035,-9.06716
1.036,-9.51979
1.037,-9.97348
1.038,-10.4281
1.039,-10.8834
1.04,-11.3393
1.041,-11.7955
1.042,-12.252
1.043,-12.7085
1.044,-13.1648
1.045,-13.6208
1.046,-14.0763
1.047,-14.5312
1.048,-14.9851
1.049,-15.438
1.05,-15.8897
1.051,-16.3399
1.052,-16.7886
1.053,-17.2355
1.054,-17.6804
1.055,-18.1232
1.056,-18.5637
1.057,-19.0017
1.058,-19.4371
1.059,-19.8695
1.06,-20.299
1.061,-20.7253
1.062,-21.1482
1.063,-21.5676
1.064,-21.9833
1.065,-22.3951
1.066,-22.8029
1.067,-23.2065
1.068,-23.6058
1.069,-24.0006
1.07,-24.3907
1.071,-24.776
1.072,-25.1563
1.073,-25.5316
1.074,-25.9016
1.075,-26.2662
1.076,-26.6253
1.077,-26.9788
1.078,-27.3266
1.079,-27.6684
1.08,-28.0042
1.081,-28.3339
1.082,-28.6574
1.083,-28.9746
1.084,-29.2853
1.085,-29.5895
1.086,-29.887
1.087,-30.1778
1.088,-30.4618
1.089,-30.739
1.09,-31.0092
1.091,-31.2723
1.092,-31.5284
1.093,-31.7773
1.094,-32.019
1.095,-32.2535
1.096,-32.4807
1.097,-32.7005
1.098,-32.9129
1.099,-33.118
1.1,-33.3156
1.101,-33.5058
1.102,-33.6885
1.103,-33.8637
1.104,-34.0314
1.105,-34.1917
1.106,-34.3445
1.107,-34.4898
1.108,-34.6277
1.109,-34.7582
1.11,-34.8813
1.111,-34.997
1.112,-35.1053
1.113,-35.2064
1.114,-35.3002
1.115,-35.3868
1.116,-35.4663
1.117,-35.5387
1.118,-35.6041
1.119,-35.6625
1.12,-35.714
1.121,-35.7588
1.122,-35.7968
1.123,-35.8281
1.124,-35.853
1.125,-35.8713
1.126,-35.8833
1.127,-35.8891
1.128,-35.8886
1.129,-35.8822
1.13,-35.8698
1.131,-35.8515
1.132,-35.8276
1.133,-35.798
1.134,-35.763
1.135,-35.7227
1.136,-35.6772
1.137,-35.6265
1.138,-35.571
1.139,-35.5106
1.14,-35.4455
1.141,-35.3759
1.142,-35.3019
1.143,-35.2236
1.144,-35.1413
1.145,-35.055
1.146,-34.9648
1.147,-34.871
1.148,-34.7737
1.149,-34.673
1.15,-34.5691
1.151,-34.4621
1.152,-34.3522
1.153,-34.2395
1.154,-34.1242
1.155,-34.0065
1.156,-33.8864
1.157,-33.7641
1.158,-33.6399
1.159,-33.5137
1.16,-33.3859
1.161,-33.2564
1.162,-33.1255
1.163,-32.9934
1.164,-32.8601
1.165,-32.7257
1.166,-32.5905
1.167,-32.4546
1.168,-32.3181
1.169,-32.1811
1.17,-32.0438
1.171,-31.9063
1.172,-31.7687
1.173,-31.6311
1.174,-31.4937
1.175,-31.3566
1.176,-31.2198
1.177,-31.0836
1.178,-30.948
1.179,-30.813
1.18,-30.6789
1.181,-30.5457
1.182,-30.4135
1.183,-30.2824
1.184,-30.1525
1.185,-30.0238
1.186,-29.8964
1.187,-29.7705
1.188,-29.646
1.189,-29.5231
1.19,-29.4018
1.191,-29.2821
1.192,-29.1642
1.193,-29.048
1.194,-28.9336
1.195,-28.8211
1.196,-28.7104
1.197,-28.6016
1.198,-28.4948
1.199,-28.3899
1.2,-28.287
1.201,-28.186
1.202,-28.0871
1.203,-27.9901
1.204,-27.8951
1.205,-27.8021
1.206,-27.7111
1.207,-27.622
1.208,-27.5348
1.209,-27.4495
1.21,-27.3661
1.211,-27.2846
1.212,-27.2048
1.213,-27.1268
1.214,-27.0506
1.215,-26.9759
1.216,-26.9029
1.217,-26.8314
1.218,-26.7615
1.219,-26.6929
1.22,-26.6256
1.221,-26.5597
1.222,-26.4949
1.223,-26.4312
1.224,-26.3686
1.225,-26.3069
1.226,-26.246
1.227,-26.1859
1.228,-26.1264
1.229,-26.0674
1.23,-26.0089
1.231,-25.9507
1.232,-25.8927
1.233,-25.8349
1.234,-25.777
1.235,-25.719
1.236,-25.6608
1.237,-25.6022
1.238,-25.5431
1.239,-25.4833
1.24,-25.4229
1.241,-25.3615
1.242,-25.2992
1.243,-25.2358
1.244,-25.171
1.245,-25.1049
1.246,-25.0373
1.247,-24.968
1.248,-24.8969
1.249,-24.8238
1.25,-24.7487
1.251,-24.6714
1.252,-24.5918
1.253,-24.5097
1.254,-24.425
1.255,-24.3376
1.256,-24.2473
1.257,-24.154
1.258,-24.0576
1.259,-23.958
1.26,-23.8549
1.261,-23.7484
1.262,-23.6382
1.263,-23.5243
1.264,-23.4065
1.265,-23.2847
1.266,-23.1588
1.267,-23.0286
1.268,-22.8942
1.269,-22.7553
1.27,-22.6118
1.271,-22.4638
1.272,-22.3109
1.273,-22.1532
1.274,-21.9906
1.275,-21.823
1.276,-21.6502
1.277,-21.4723
1.278,-21.289
1.279,-21.1005
1.28,-20.9065
1.281,-20.707
1.282,-20.5019
1.283,-20.2913
1.284,-20.0749
1.285,-19.8529
1.286,-19.6251
1.287,-19.3915
1.288,-19.152
1.289,-18.9067
1.29,-18.6555
1.291,-18.3983
1.292,-18.1352
1.293,-17.8661
1.294,-17.5911
1.295,-17.3101
1.296,-17.0231
1.297,-16.7301
1.298,-16.4312
1.299,-16.1264
1.3,-15.8156
1.301,-15.4989
1.302,-15.1764
1.303,-14.848
1.304,-14.5139
1.305,-14.174
1.306,-13.8284
1.307,-13.4772
1.308,-13.1204
1.309,-12.7581
1.31,-12.3903
1.311,-12.0172
1.312,-11.6387
1.313,-11.2551
1.314,-10.8663
1.315,-10.4726
1.316,-10.0738
1.317,-9.67029
1.318,-9.26202
1.319,-8.84913
1.32,-8.43175
1.321,-8.00998
1.322,-7.58396
1.323,-7.1538
1.324,-6.71964
1.325,-6.2816
1.326,-5.83984
1.327,-5.39448
1.328,-4.94567
1.329,-4.49356
1.33,-4.0383
1.331,-3.58005
1.332,-3.11895
1.333,-2.65516
1.334,-2.18886
1.335,-1.7202
1.336,-1.24934
1.337,-0.776467
1.338,-0.301739
1.339,0.17467
1.34,0.652583
1.341,1.13183
1.342,1.61222
1.343,2.09359
1.344,2.57575
1.345,3.05853
1.346,3.54173
1.347,4.02519
1.348,4.50871
1.349,4.99211
1.35,5.47521
1.351,5.95782
1.352,6.43976
1.353,6.92085
1.354,7.4009
1.355,7.87973
1.356,8.35716
1.357,8.833
1.358,9.30708
1.359,9.77922
1.36,10.2492
1.361,10.7169
1.362,11.1822
1.363,11.6448
1.364,12.1046
1.365,12.5614
1.366,13.015
1.367,13.4653
1.368,13.9122
1.369,14.3554
1.37,14.7948
1.371,15.2302
1.372,15.6615
1.373,16.0886
1.374,16.5113
1.375,16.9295
1.376,17.3429
1.377,17.7516
1.378,18.1553
1.379,18.5539
1.38,18.9474
1.381,19.3355
1.382,19.7182
1.383,20.0953
1.384,20.4668
1.385,20.8326
1.386,21.1925
1.387,21.5464
1.388,21.8943
1.389,22.2361
1.39,22.5717
1.391,22.9011
1.392,23.224
1.393,23.5406
1.394,23.8507
1.395,24.1542
1.396,24.4512
1.397,24.7416
1.398,25.0253
1.399,25.3022
1.4,25.5725
1.401,25.836
1.402,26.0927
1.403,26.3426
1.404,26.5857
1.405,26.8219
1.406,27.0514
1.407,27.274
1.408,27.4899
1.409,27.6989
1.41,27.9012
1.411,28.0967
1.412,28.2855
1.413,28.4676
1.414,28.6431
1.415,28.812
1.416,28.9743
1.417,29.1301
1.418,29.2794
1.419,29.4224
1.42,29.559
1.421,29.6894
1.422,29.8135
1.423,29.9316
1.424,30.0436
1.425,30.1497
1.426,30.25
1.427,30.3445
1.428,30.4333
1.429,30.5166
1.43,30.5944
1.431,30.6668
1.432,30.734
1.433,30.796
1.434,30.8531
1.435,30.9052
1.436,30.9525
1.437,30.9952
1.438,31.0334
1.439,31.0671
1.44,31.0966
1.441,31.1219
1.442,31.1432
1.443,31.1606
1.444,31.1742
1.445,31.1843
1.446,31.1909
1.447,31.1941
1.448,31.1941
1.449,31.1911
1.45,31.1852
1.451,31.1765
1.452,31.1652
1.453,31.1514
1.454,31.1353
1.455,31.1169
1.456,31.0965
1.457,31.0742
1.458,31.0501
1.459,31.0243
1.46,30.9971
1.461,30.9685
1.462,30.9386
1.463,30.9077
1.464,30.8758
1.465,30.843
1.466,30.8096
1.467,30.7756
1.468,30.7411
1.469,30.7063
1.47,30.6714
1.471,30.6363
1.472,30.6012
1.473,30.5663
1.474,30.5317
1.475,30.4974
1.476,30.4636
1.477,30.4303
1.478,30.3978
1.479,30.3659
1.48,30.335
1.481,30.3049
1.482,30.2759
1.483,30.248
1.484,30.2213
1.485,30.1958
1.486,30.1716
1.487,30.1489
1.488,30.1275
1.489,30.1077
1.49,30.0894
